,country_name,country_name_short,vote_share,seats,party_id,party_name,party_name_english,election_year,election_id,family_id,family_name,left_right,liberty_authority,eu_anti_pro,turnout,enp_votes,enp_seats,disproportionality,advantage_ratio,polarization_vote,polarization_seats,calculation_date
317,Austria,AUT,11.7,16.0,50,Freiheitliche Partei Österreichs,Freedom Party of Austria,1951,67,40.0,Right-wing,8.3494,8.5149,1.9815,96.78,2.780350838014425,2.544630339284045,3.091791882251918,1.0606060606060606,0.40656096275712456,0.3793099586513927,2019-08-27 10:11:41
318,Austria,AUT,5.1,5.0,769,Kommunistische Partei Österreichs,Communist Party of Austria,1951,67,14.0,Communist/Socialist,0.5,3.0,0.0,96.78,2.780350838014425,2.544630339284045,3.091791882251918,1.0606060606060606,0.40656096275712456,0.3793099586513927,2019-08-27 10:11:41
315,Austria,AUT,44.0,77.0,1013,Österreichische Volkspartei,Austrian People's Party,1952,67,3.0,Christian democracy,6.4733,7.6198,8.8451,96.78,2.780350838014425,2.544630339284045,3.091791882251918,1.0606060606060606,0.40656096275712456,0.3793099586513927,2019-08-27 10:11:41
316,Austria,AUT,38.7,67.0,973,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,1952,67,11.0,Social democracy,3.7293,3.4766,8.4495,96.78,2.780350838014425,2.544630339284045,3.091791882251918,1.0606060606060606,0.40656096275712456,0.3793099586513927,2019-08-27 10:11:41
317,Austria,AUT,11.7,16.0,50,Freiheitliche Partei Österreichs,Freedom Party of Austria,1952,67,40.0,Right-wing,8.3494,8.5149,1.9815,96.78,2.780350838014425,2.544630339284045,3.091791882251918,1.0606060606060606,0.40656096275712456,0.3793099586513927,2019-08-27 10:11:41
318,Austria,AUT,5.1,5.0,769,Kommunistische Partei Österreichs,Communist Party of Austria,1952,67,14.0,Communist/Socialist,0.5,3.0,0.0,96.78,2.780350838014425,2.544630339284045,3.091791882251918,1.0606060606060606,0.40656096275712456,0.3793099586513927,2019-08-27 10:11:41
320,Austria,AUT,41.3,74.0,1013,Österreichische Volkspartei,Austrian People's Party,1953,11,3.0,Christian democracy,6.4733,7.6198,8.8451,95.83,2.7586078288352263,2.471180902241989,3.9561069772011592,1.0859197299875267,0.4011531098371294,0.3642266432169549,2019-08-27 10:11:41
321,Austria,AUT,42.1,73.0,973,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,1953,11,11.0,Social democracy,3.7293,3.4766,8.4495,95.83,2.7586078288352263,2.471180902241989,3.9561069772011592,1.0859197299875267,0.4011531098371294,0.3642266432169549,2019-08-27 10:11:41
322,Austria,AUT,10.9,14.0,50,Freiheitliche Partei Österreichs,Freedom Party of Austria,1953,11,40.0,Right-wing,8.3494,8.5149,1.9815,95.83,2.7586078288352263,2.471180902241989,3.9561069772011592,1.0859197299875267,0.4011531098371294,0.3642266432169549,2019-08-27 10:11:41
323,Austria,AUT,5.3,4.0,769,Kommunistische Partei Österreichs,Communist Party of Austria,1953,11,14.0,Communist/Socialist,0.5,3.0,0.0,95.83,2.7586078288352263,2.471180902241989,3.9561069772011592,1.0859197299875267,0.4011531098371294,0.3642266432169549,2019-08-27 10:11:41
320,Austria,AUT,41.3,74.0,1013,Österreichische Volkspartei,Austrian People's Party,1954,11,3.0,Christian democracy,6.4733,7.6198,8.8451,95.83,2.7586078288352263,2.471180902241989,3.9561069772011592,1.0859197299875267,0.4011531098371294,0.3642266432169549,2019-08-27 10:11:41
321,Austria,AUT,42.1,73.0,973,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,1954,11,11.0,Social democracy,3.7293,3.4766,8.4495,95.83,2.7586078288352263,2.471180902241989,3.9561069772011592,1.0859197299875267,0.4011531098371294,0.3642266432169549,2019-08-27 10:11:41
322,Austria,AUT,10.9,14.0,50,Freiheitliche Partei Österreichs,Freedom Party of Austria,1954,11,40.0,Right-wing,8.3494,8.5149,1.9815,95.83,2.7586078288352263,2.471180902241989,3.9561069772011592,1.0859197299875267,0.4011531098371294,0.3642266432169549,2019-08-27 10:11:41
323,Austria,AUT,5.3,4.0,769,Kommunistische Partei Österreichs,Communist Party of Austria,1954,11,14.0,Communist/Socialist,0.5,3.0,0.0,95.83,2.7586078288352263,2.471180902241989,3.9561069772011592,1.0859197299875267,0.4011531098371294,0.3642266432169549,2019-08-27 10:11:41
320,Austria,AUT,41.3,74.0,1013,Österreichische Volkspartei,Austrian People's Party,1955,11,3.0,Christian democracy,6.4733,7.6198,8.8451,95.83,2.7586078288352263,2.471180902241989,3.9561069772011592,1.0859197299875267,0.4011531098371294,0.3642266432169549,2019-08-27 10:11:41
321,Austria,AUT,42.1,73.0,973,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,1955,11,11.0,Social democracy,3.7293,3.4766,8.4495,95.83,2.7586078288352263,2.471180902241989,3.9561069772011592,1.0859197299875267,0.4011531098371294,0.3642266432169549,2019-08-27 10:11:41
322,Austria,AUT,10.9,14.0,50,Freiheitliche Partei Österreichs,Freedom Party of Austria,1955,11,40.0,Right-wing,8.3494,8.5149,1.9815,95.83,2.7586078288352263,2.471180902241989,3.9561069772011592,1.0859197299875267,0.4011531098371294,0.3642266432169549,2019-08-27 10:11:41
323,Austria,AUT,5.3,4.0,769,Kommunistische Partei Österreichs,Communist Party of Austria,1955,11,14.0,Communist/Socialist,0.5,3.0,0.0,95.83,2.7586078288352263,2.471180902241989,3.9561069772011592,1.0859197299875267,0.4011531098371294,0.3642266432169549,2019-08-27 10:11:41
325,Austria,AUT,46.0,82.0,1013,Österreichische Volkspartei,Austrian People's Party,1956,169,3.0,Christian democracy,6.4733,7.6198,8.8451,95.95,2.483477671399944,2.2233564720294,3.997016357390703,1.0803689064558628,0.3709822101664715,0.3305184457145709,2019-08-27 10:11:41
326,Austria,AUT,43.0,74.0,973,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,1956,169,11.0,Social democracy,3.7293,3.4766,8.4495,95.95,2.483477671399944,2.2233564720294,3.997016357390703,1.0803689064558628,0.3709822101664715,0.3305184457145709,2019-08-27 10:11:41
327,Austria,AUT,6.5,6.0,50,Freiheitliche Partei Österreichs,Freedom Party of Austria,1956,169,40.0,Right-wing,8.3494,8.5149,1.9815,95.95,2.483477671399944,2.2233564720294,3.997016357390703,1.0803689064558628,0.3709822101664715,0.3305184457145709,2019-08-27 10:11:41
328,Austria,AUT,4.4,3.0,769,Kommunistische Partei Österreichs,Communist Party of Austria,1956,169,14.0,Communist/Socialist,0.5,3.0,0.0,95.95,2.483477671399944,2.2233564720294,3.997016357390703,1.0803689064558628,0.3709822101664715,0.3305184457145709,2019-08-27 10:11:41
325,Austria,AUT,46.0,82.0,1013,Österreichische Volkspartei,Austrian People's Party,1957,169,3.0,Christian democracy,6.4733,7.6198,8.8451,95.95,2.483477671399944,2.2233564720294,3.997016357390703,1.0803689064558628,0.3709822101664715,0.3305184457145709,2019-08-27 10:11:41
326,Austria,AUT,43.0,74.0,973,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,1957,169,11.0,Social democracy,3.7293,3.4766,8.4495,95.95,2.483477671399944,2.2233564720294,3.997016357390703,1.0803689064558628,0.3709822101664715,0.3305184457145709,2019-08-27 10:11:41
327,Austria,AUT,6.5,6.0,50,Freiheitliche Partei Österreichs,Freedom Party of Austria,1957,169,40.0,Right-wing,8.3494,8.5149,1.9815,95.95,2.483477671399944,2.2233564720294,3.997016357390703,1.0803689064558628,0.3709822101664715,0.3305184457145709,2019-08-27 10:11:41
328,Austria,AUT,4.4,3.0,769,Kommunistische Partei Österreichs,Communist Party of Austria,1957,169,14.0,Communist/Socialist,0.5,3.0,0.0,95.95,2.483477671399944,2.2233564720294,3.997016357390703,1.0803689064558628,0.3709822101664715,0.3305184457145709,2019-08-27 10:11:41
325,Austria,AUT,46.0,82.0,1013,Österreichische Volkspartei,Austrian People's Party,1958,169,3.0,Christian democracy,6.4733,7.6198,8.8451,95.95,2.483477671399944,2.2233564720294,3.997016357390703,1.0803689064558628,0.3709822101664715,0.3305184457145709,2019-08-27 10:11:41
326,Austria,AUT,43.0,74.0,973,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,1958,169,11.0,Social democracy,3.7293,3.4766,8.4495,95.95,2.483477671399944,2.2233564720294,3.997016357390703,1.0803689064558628,0.3709822101664715,0.3305184457145709,2019-08-27 10:11:41
327,Austria,AUT,6.5,6.0,50,Freiheitliche Partei Österreichs,Freedom Party of Austria,1958,169,40.0,Right-wing,8.3494,8.5149,1.9815,95.95,2.483477671399944,2.2233564720294,3.997016357390703,1.0803689064558628,0.3709822101664715,0.3305184457145709,2019-08-27 10:11:41
328,Austria,AUT,4.4,3.0,769,Kommunistische Partei Österreichs,Communist Party of Austria,1958,169,14.0,Communist/Socialist,0.5,3.0,0.0,95.95,2.483477671399944,2.2233564720294,3.997016357390703,1.0803689064558628,0.3709822101664715,0.3305184457145709,2019-08-27 10:11:41
330,Austria,AUT,44.2,79.0,1013,Österreichische Volkspartei,Austrian People's Party,1959,347,3.0,Christian democracy,6.4733,7.6198,8.8451,94.21,2.4808601638360046,2.1975139236419405,4.3971012657048485,1.0832304949952007,0.3666998063713697,0.31807331520397697,2019-08-27 10:11:41
331,Austria,AUT,44.8,78.0,973,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,1959,347,11.0,Social democracy,3.7293,3.4766,8.4495,94.21,2.4808601638360046,2.1975139236419405,4.3971012657048485,1.0832304949952007,0.3666998063713697,0.31807331520397697,2019-08-27 10:11:41
332,Austria,AUT,7.7,8.0,50,Freiheitliche Partei Österreichs,Freedom Party of Austria,1959,347,40.0,Right-wing,8.3494,8.5149,1.9815,94.21,2.4808601638360046,2.1975139236419405,4.3971012657048485,1.0832304949952007,0.3666998063713697,0.31807331520397697,2019-08-27 10:11:41
330,Austria,AUT,44.2,79.0,1013,Österreichische Volkspartei,Austrian People's Party,1960,347,3.0,Christian democracy,6.4733,7.6198,8.8451,94.21,2.4808601638360046,2.1975139236419405,4.3971012657048485,1.0832304949952007,0.3666998063713697,0.31807331520397697,2019-08-27 10:11:41
331,Austria,AUT,44.8,78.0,973,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,1960,347,11.0,Social democracy,3.7293,3.4766,8.4495,94.21,2.4808601638360046,2.1975139236419405,4.3971012657048485,1.0832304949952007,0.3666998063713697,0.31807331520397697,2019-08-27 10:11:41
332,Austria,AUT,7.7,8.0,50,Freiheitliche Partei Österreichs,Freedom Party of Austria,1960,347,40.0,Right-wing,8.3494,8.5149,1.9815,94.21,2.4808601638360046,2.1975139236419405,4.3971012657048485,1.0832304949952007,0.3666998063713697,0.31807331520397697,2019-08-27 10:11:41
330,Austria,AUT,44.2,79.0,1013,Österreichische Volkspartei,Austrian People's Party,1961,347,3.0,Christian democracy,6.4733,7.6198,8.8451,94.21,2.4808601638360046,2.1975139236419405,4.3971012657048485,1.0832304949952007,0.3666998063713697,0.31807331520397697,2019-08-27 10:11:41
331,Austria,AUT,44.8,78.0,973,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,1961,347,11.0,Social democracy,3.7293,3.4766,8.4495,94.21,2.4808601638360046,2.1975139236419405,4.3971012657048485,1.0832304949952007,0.3666998063713697,0.31807331520397697,2019-08-27 10:11:41
332,Austria,AUT,7.7,8.0,50,Freiheitliche Partei Österreichs,Freedom Party of Austria,1961,347,40.0,Right-wing,8.3494,8.5149,1.9815,94.21,2.4808601638360046,2.1975139236419405,4.3971012657048485,1.0832304949952007,0.3666998063713697,0.31807331520397697,2019-08-27 10:11:41
334,Austria,AUT,45.4,81.0,1013,Österreichische Volkspartei,Austrian People's Party,1962,495,3.0,Christian democracy,6.4733,7.6198,8.8451,93.77,2.4659939435188747,2.19538746875252,3.96849623293012,1.0812975570684822,0.3602064166924293,0.3194852091838881,2019-08-27 10:11:41
335,Austria,AUT,44.0,76.0,973,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,1962,495,11.0,Social democracy,3.7293,3.4766,8.4495,93.77,2.4659939435188747,2.19538746875252,3.96849623293012,1.0812975570684822,0.3602064166924293,0.3194852091838881,2019-08-27 10:11:41
336,Austria,AUT,7.0,8.0,50,Freiheitliche Partei Österreichs,Freedom Party of Austria,1962,495,40.0,Right-wing,8.3494,8.5149,1.9815,93.77,2.4659939435188747,2.19538746875252,3.96849623293012,1.0812975570684822,0.3602064166924293,0.3194852091838881,2019-08-27 10:11:41
334,Austria,AUT,45.4,81.0,1013,Österreichische Volkspartei,Austrian People's Party,1963,495,3.0,Christian democracy,6.4733,7.6198,8.8451,93.77,2.4659939435188747,2.19538746875252,3.96849623293012,1.0812975570684822,0.3602064166924293,0.3194852091838881,2019-08-27 10:11:41
335,Austria,AUT,44.0,76.0,973,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,1963,495,11.0,Social democracy,3.7293,3.4766,8.4495,93.77,2.4659939435188747,2.19538746875252,3.96849623293012,1.0812975570684822,0.3602064166924293,0.3194852091838881,2019-08-27 10:11:41
336,Austria,AUT,7.0,8.0,50,Freiheitliche Partei Österreichs,Freedom Party of Austria,1963,495,40.0,Right-wing,8.3494,8.5149,1.9815,93.77,2.4659939435188747,2.19538746875252,3.96849623293012,1.0812975570684822,0.3602064166924293,0.3194852091838881,2019-08-27 10:11:41
334,Austria,AUT,45.4,81.0,1013,Österreichische Volkspartei,Austrian People's Party,1964,495,3.0,Christian democracy,6.4733,7.6198,8.8451,93.77,2.4659939435188747,2.19538746875252,3.96849623293012,1.0812975570684822,0.3602064166924293,0.3194852091838881,2019-08-27 10:11:41
335,Austria,AUT,44.0,76.0,973,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,1964,495,11.0,Social democracy,3.7293,3.4766,8.4495,93.77,2.4659939435188747,2.19538746875252,3.96849623293012,1.0812975570684822,0.3602064166924293,0.3194852091838881,2019-08-27 10:11:41
336,Austria,AUT,7.0,8.0,50,Freiheitliche Partei Österreichs,Freedom Party of Austria,1964,495,40.0,Right-wing,8.3494,8.5149,1.9815,93.77,2.4659939435188747,2.19538746875252,3.96849623293012,1.0812975570684822,0.3602064166924293,0.3194852091838881,2019-08-27 10:11:41
334,Austria,AUT,45.4,81.0,1013,Österreichische Volkspartei,Austrian People's Party,1965,495,3.0,Christian democracy,6.4733,7.6198,8.8451,93.77,2.4659939435188747,2.19538746875252,3.96849623293012,1.0812975570684822,0.3602064166924293,0.3194852091838881,2019-08-27 10:11:41
335,Austria,AUT,44.0,76.0,973,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,1965,495,11.0,Social democracy,3.7293,3.4766,8.4495,93.77,2.4659939435188747,2.19538746875252,3.96849623293012,1.0812975570684822,0.3602064166924293,0.3194852091838881,2019-08-27 10:11:41
336,Austria,AUT,7.0,8.0,50,Freiheitliche Partei Österreichs,Freedom Party of Austria,1965,495,40.0,Right-wing,8.3494,8.5149,1.9815,93.77,2.4659939435188747,2.19538746875252,3.96849623293012,1.0812975570684822,0.3602064166924293,0.3194852091838881,2019-08-27 10:11:41
338,Austria,AUT,48.35,85.0,1013,Österreichische Volkspartei,Austrian People's Party,1966,608,3.0,Christian democracy,6.4733,7.6198,8.8451,93.8,2.3875140654422378,2.1374735023945983,3.8046219656089,1.065463319858356,0.4207510873777512,0.4235917584312862,2019-08-27 10:11:41
339,Austria,AUT,42.56,74.0,973,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,1966,608,11.0,Social democracy,3.7293,3.4766,8.4495,93.8,2.3875140654422378,2.1374735023945983,3.8046219656089,1.065463319858356,0.4207510873777512,0.4235917584312862,2019-08-27 10:11:41
340,Austria,AUT,5.35,6.0,50,Freiheitliche Partei Österreichs,Freedom Party of Austria,1966,608,40.0,Right-wing,8.3494,8.5149,1.9815,93.8,2.3875140654422378,2.1374735023945983,3.8046219656089,1.065463319858356,0.4207510873777512,0.4235917584312862,2019-08-27 10:11:41
338,Austria,AUT,48.35,85.0,1013,Österreichische Volkspartei,Austrian People's Party,1967,608,3.0,Christian democracy,6.4733,7.6198,8.8451,93.8,2.3875140654422378,2.1374735023945983,3.8046219656089,1.065463319858356,0.4207510873777512,0.4235917584312862,2019-08-27 10:11:41
339,Austria,AUT,42.56,74.0,973,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,1967,608,11.0,Social democracy,3.7293,3.4766,8.4495,93.8,2.3875140654422378,2.1374735023945983,3.8046219656089,1.065463319858356,0.4207510873777512,0.4235917584312862,2019-08-27 10:11:41
340,Austria,AUT,5.35,6.0,50,Freiheitliche Partei Österreichs,Freedom Party of Austria,1967,608,40.0,Right-wing,8.3494,8.5149,1.9815,93.8,2.3875140654422378,2.1374735023945983,3.8046219656089,1.065463319858356,0.4207510873777512,0.4235917584312862,2019-08-27 10:11:41
338,Austria,AUT,48.35,85.0,1013,Österreichische Volkspartei,Austrian People's Party,1968,608,3.0,Christian democracy,6.4733,7.6198,8.8451,93.8,2.3875140654422378,2.1374735023945983,3.8046219656089,1.065463319858356,0.4207510873777512,0.4235917584312862,2019-08-27 10:11:41
339,Austria,AUT,42.56,74.0,973,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,1968,608,11.0,Social democracy,3.7293,3.4766,8.4495,93.8,2.3875140654422378,2.1374735023945983,3.8046219656089,1.065463319858356,0.4207510873777512,0.4235917584312862,2019-08-27 10:11:41
340,Austria,AUT,5.35,6.0,50,Freiheitliche Partei Österreichs,Freedom Party of Austria,1968,608,40.0,Right-wing,8.3494,8.5149,1.9815,93.8,2.3875140654422378,2.1374735023945983,3.8046219656089,1.065463319858356,0.4207510873777512,0.4235917584312862,2019-08-27 10:11:41
338,Austria,AUT,48.35,85.0,1013,Österreichische Volkspartei,Austrian People's Party,1969,608,3.0,Christian democracy,6.4733,7.6198,8.8451,93.8,2.3875140654422378,2.1374735023945983,3.8046219656089,1.065463319858356,0.4207510873777512,0.4235917584312862,2019-08-27 10:11:41
339,Austria,AUT,42.56,74.0,973,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,1969,608,11.0,Social democracy,3.7293,3.4766,8.4495,93.8,2.3875140654422378,2.1374735023945983,3.8046219656089,1.065463319858356,0.4207510873777512,0.4235917584312862,2019-08-27 10:11:41
340,Austria,AUT,5.35,6.0,50,Freiheitliche Partei Österreichs,Freedom Party of Austria,1969,608,40.0,Right-wing,8.3494,8.5149,1.9815,93.8,2.3875140654422378,2.1374735023945983,3.8046219656089,1.065463319858356,0.4207510873777512,0.4235917584312862,2019-08-27 10:11:41
342,Austria,AUT,48.4,81.0,973,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,1970,377,11.0,Social democracy,3.7293,3.4766,8.4495,91.78,2.2873350259612524,2.1469127040454223,2.405142562053578,1.0575554199715274,0.3294758806947786,0.30822456027442663,2019-08-27 10:11:41
343,Austria,AUT,44.7,78.0,1013,Österreichische Volkspartei,Austrian People's Party,1970,377,3.0,Christian democracy,6.4733,7.6198,8.8451,91.78,2.2873350259612524,2.1469127040454223,2.405142562053578,1.0575554199715274,0.3294758806947786,0.30822456027442663,2019-08-27 10:11:41
344,Austria,AUT,5.5,6.0,50,Freiheitliche Partei Österreichs,Freedom Party of Austria,1970,377,40.0,Right-wing,8.3494,8.5149,1.9815,91.78,2.2873350259612524,2.1469127040454223,2.405142562053578,1.0575554199715274,0.3294758806947786,0.30822456027442663,2019-08-27 10:11:41
346,Austria,AUT,50.0,93.0,973,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,1971,185,11.0,Social democracy,3.7293,3.4766,8.4495,92.44,2.27799773111426,2.2106409664004225,1.2272716756178463,1.0163934426229508,0.3320750595025167,0.3177814336242509,2019-08-27 10:11:41
347,Austria,AUT,43.1,80.0,1013,Österreichische Volkspartei,Austrian People's Party,1971,185,3.0,Christian democracy,6.4733,7.6198,8.8451,92.44,2.27799773111426,2.2106409664004225,1.2272716756178463,1.0163934426229508,0.3320750595025167,0.3177814336242509,2019-08-27 10:11:41
348,Austria,AUT,5.5,10.0,50,Freiheitliche Partei Österreichs,Freedom Party of Austria,1971,185,40.0,Right-wing,8.3494,8.5149,1.9815,92.44,2.27799773111426,2.2106409664004225,1.2272716756178463,1.0163934426229508,0.3320750595025167,0.3177814336242509,2019-08-27 10:11:41
346,Austria,AUT,50.0,93.0,973,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,1972,185,11.0,Social democracy,3.7293,3.4766,8.4495,92.44,2.27799773111426,2.2106409664004225,1.2272716756178463,1.0163934426229508,0.3320750595025167,0.3177814336242509,2019-08-27 10:11:41
347,Austria,AUT,43.1,80.0,1013,Österreichische Volkspartei,Austrian People's Party,1972,185,3.0,Christian democracy,6.4733,7.6198,8.8451,92.44,2.27799773111426,2.2106409664004225,1.2272716756178463,1.0163934426229508,0.3320750595025167,0.3177814336242509,2019-08-27 10:11:41
348,Austria,AUT,5.5,10.0,50,Freiheitliche Partei Österreichs,Freedom Party of Austria,1972,185,40.0,Right-wing,8.3494,8.5149,1.9815,92.44,2.27799773111426,2.2106409664004225,1.2272716756178463,1.0163934426229508,0.3320750595025167,0.3177814336242509,2019-08-27 10:11:41
346,Austria,AUT,50.0,93.0,973,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,1973,185,11.0,Social democracy,3.7293,3.4766,8.4495,92.44,2.27799773111426,2.2106409664004225,1.2272716756178463,1.0163934426229508,0.3320750595025167,0.3177814336242509,2019-08-27 10:11:41
347,Austria,AUT,43.1,80.0,1013,Österreichische Volkspartei,Austrian People's Party,1973,185,3.0,Christian democracy,6.4733,7.6198,8.8451,92.44,2.27799773111426,2.2106409664004225,1.2272716756178463,1.0163934426229508,0.3320750595025167,0.3177814336242509,2019-08-27 10:11:41
348,Austria,AUT,5.5,10.0,50,Freiheitliche Partei Österreichs,Freedom Party of Austria,1973,185,40.0,Right-wing,8.3494,8.5149,1.9815,92.44,2.27799773111426,2.2106409664004225,1.2272716756178463,1.0163934426229508,0.3320750595025167,0.3177814336242509,2019-08-27 10:11:41
346,Austria,AUT,50.0,93.0,973,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,1974,185,11.0,Social democracy,3.7293,3.4766,8.4495,92.44,2.27799773111426,2.2106409664004225,1.2272716756178463,1.0163934426229508,0.3320750595025167,0.3177814336242509,2019-08-27 10:11:41
347,Austria,AUT,43.1,80.0,1013,Österreichische Volkspartei,Austrian People's Party,1974,185,3.0,Christian democracy,6.4733,7.6198,8.8451,92.44,2.27799773111426,2.2106409664004225,1.2272716756178463,1.0163934426229508,0.3320750595025167,0.3177814336242509,2019-08-27 10:11:41
348,Austria,AUT,5.5,10.0,50,Freiheitliche Partei Österreichs,Freedom Party of Austria,1974,185,40.0,Right-wing,8.3494,8.5149,1.9815,92.44,2.27799773111426,2.2106409664004225,1.2272716756178463,1.0163934426229508,0.3320750595025167,0.3177814336242509,2019-08-27 10:11:41
350,Austria,AUT,50.4,93.0,973,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,1975,221,11.0,Social democracy,3.7293,3.4766,8.4495,92.9,2.2669722545265767,2.2106409664004225,1.0690857775003921,1.0190174124600353,0.32900221374392,0.3177814336242509,2019-08-27 10:11:41
351,Austria,AUT,42.9,80.0,1013,Österreichische Volkspartei,Austrian People's Party,1975,221,3.0,Christian democracy,6.4733,7.6198,8.8451,92.9,2.2669722545265767,2.2106409664004225,1.0690857775003921,1.0190174124600353,0.32900221374392,0.3177814336242509,2019-08-27 10:11:41
352,Austria,AUT,5.4,10.0,50,Freiheitliche Partei Österreichs,Freedom Party of Austria,1975,221,40.0,Right-wing,8.3494,8.5149,1.9815,92.9,2.2669722545265767,2.2106409664004225,1.0690857775003921,1.0190174124600353,0.32900221374392,0.3177814336242509,2019-08-27 10:11:41
350,Austria,AUT,50.4,93.0,973,Sozialdemokratische Partei Österreichs,Social Democratic Party of Austria,1976,221,11.0,Social democracy,3.7293,3.4766,8.4495,92.9,2.2669722545265767,2.2106409664004225,1.0690857775003921,1.0190174124600353,0.32900221374392,0.3177814336242509,2019-08-27 10:11:41
351,Austria,AUT,42.9,80.0,1013,Österreichische Volkspartei,Austrian People's Party,1976,221,3.0,Christian democracy,6.4733,7.6198,8.8451,92.9,2.2669722545265767,2.2106409664004225,1.0690857775003921,1.0190174124600353,0.32900221374392,0.3177814336242509,2019-08-27 10:11:41
352,Austria,AUT,5.4,10.0,50,Freiheitliche Partei Österreichs,Freedom Party of Austria,1976,221,40.0,Right-wing,8.3494,8.5149,1.9815,92.9,2.2669722545265767,2.2106409664004225,1.0690857775003921,1.0190174124600353,0.32900221374392,0.3177814336242509,2019-08-27 10:11:41
