election_year,country_name,party_id,family_name,seats,vote_share
1906,France,401,Conservative,239.0,28.53
1906,France,1539,Social democracy,53.0,9.95
1906,France,2585,Conservative,39.0,7.85
1906,France,2586,Conservative,67.0,14.06
1906,France,2587,Liberal,52.0,7.99
1906,France,2589,Conservative,107.0,29.18
1906,France,2590,Communist/Socialist,18.0,2.33
1908,Belgium,63,Liberal,22.0,27.6
1908,Belgium,1335,Social democracy,3.0,3.3
1908,Belgium,2422,Social democracy,19.0,22.6
1908,Belgium,2423,Christian democracy,37.0,43.1
1908,Belgium,2481,Christian democracy,1.0,2.7
1909,Denmark,211,Liberal,15.0,15.5
1909,Denmark,590,Conservative,21.0,19.8
1909,Denmark,1128,no family,6.0,5.7
1909,Denmark,1605,Liberal,37.0,24.0
1909,Denmark,1629,Social democracy,24.0,28.7
1909,Denmark,2430,Liberal,11.0,5.9
1910,Belgium,63,Liberal,15.0,18.6
1910,Belgium,1335,Social democracy,15.0,19.1
1910,Belgium,2422,Social democracy,6.0,6.7
1910,Belgium,2423,Christian democracy,49.0,53.1
1910,Belgium,2481,Christian democracy,0.0,2.1
1910,Denmark,211,Liberal,20.0,18.6
1910,Denmark,590,Conservative,13.0,18.6
1910,Denmark,1128,no family,0.0,0.4
1910,Denmark,1605,Liberal,57.0,34.1
1910,Denmark,1629,Social democracy,24.0,28.3
1910,France,1328,no family,2.0,
1910,France,1539,Social democracy,75.0,13.15
1910,France,2581,Right-wing,137.0,17.43
1910,France,2585,Conservative,105.0,11.44
1910,France,2587,Liberal,0.0,12.06
1910,France,2589,Conservative,91.0,18.97
1910,France,2590,Communist/Socialist,25.0,4.09
1910,France,2593,Christian democracy,0.0,1.81
1910,France,2594,Social democracy,145.0,20.45
1911,Sweden,657,Conservative,64.0,31.2
1911,Sweden,892,Liberal,102.0,40.2
1911,Sweden,904,Social democracy,64.0,28.5
1912,Belgium,63,Liberal,44.0,11.1
1912,Belgium,1335,Social democracy,,27.1
1912,Belgium,2422,Social democracy,39.0,9.3
1912,Belgium,2423,Christian democracy,101.0,51.0
1912,Belgium,2481,Christian democracy,2.0,0.7
1913,Denmark,211,Liberal,31.0,18.7
1913,Denmark,590,Conservative,7.0,22.4
1913,Denmark,1128,no family,0.0,0.7
1913,Denmark,1605,Liberal,44.0,28.6
1913,Denmark,1629,Social democracy,32.0,29.6
1914,Belgium,63,Liberal,20.0,24.5
1914,Belgium,2422,Social democracy,26.0,30.3
1914,Belgium,2423,Christian democracy,41.0,42.8
1914,Belgium,2481,Christian democracy,1.0,1.7
1914,France,401,Conservative,137.0,18.15
1914,France,1539,Social democracy,103.0,16.76
1914,France,2581,Right-wing,150.0,18.84
1914,France,2585,Conservative,96.0,16.6
1914,France,2587,Liberal,0.0,9.72
1914,France,2589,Conservative,73.0,15.39
1914,France,2594,Social democracy,27.0,3.88
1914,Sweden,657,Conservative,86.0,37.1
1914,Sweden,892,Liberal,64.0,29.55
1914,Sweden,904,Social democracy,80.0,33.25
1914,Sweden,1461,Agrarian,0.0,0.2
1915,Denmark,211,Liberal,31.0,
1915,Denmark,590,Conservative,7.0,
1915,Denmark,1128,no family,1.0,
1915,Denmark,1605,Liberal,43.0,
1915,Denmark,1629,Social democracy,32.0,
1917,Finland,94,Agrarian,26.0,12.38
1917,Finland,395,Social democracy,92.0,44.79
1917,Finland,585,Liberal,21.0,10.9
1917,Finland,2433,Social democracy,0.0,1.56
1917,Finland,2434,Conservative,32.0,30.17
1917,Sweden,657,Conservative,57.0,24.7
1917,Sweden,892,Liberal,62.0,27.6
1917,Sweden,904,Social democracy,86.0,31.1
1917,Sweden,1461,Agrarian,9.0,5.3
1917,Sweden,2556,Agrarian,3.0,3.1
1918,Denmark,211,Liberal,32.0,20.7
1918,Denmark,590,Conservative,22.0,18.3
1918,Denmark,1605,Liberal,45.0,29.4
1918,Denmark,1629,Social democracy,39.0,28.7
1918,Denmark,2058,no family,0.0,0.5
1918,Denmark,2429,Liberal,1.0,1.3
1918,Netherlands,300,Christian democracy,13.0,13.4
1918,Netherlands,405,Christian democracy,7.0,6.5
1918,Netherlands,944,Liberal,5.0,5.3
1918,Netherlands,1194,Communist/Socialist,2.0,2.3
1918,Netherlands,1451,Social democracy,22.0,22.0
1918,Netherlands,2110,no family,0.0,
1918,Netherlands,2457,Liberal,3.0,3.1
1918,Netherlands,2458,Agrarian,1.0,0.4
1918,Netherlands,2459,Liberal,4.0,3.8
1918,Netherlands,2462,Liberal,6.0,6.2
1918,Netherlands,2539,Christian democracy,30.0,30.0
1918,United Kingdom,332,Social democracy,7.0,2.21
1918,United Kingdom,453,no family,8.0,
1918,United Kingdom,659,Liberal,36.0,13.0
1918,United Kingdom,689,Communist/Socialist,73.0,4.6
1918,United Kingdom,773,Conservative,332.0,32.5
1918,United Kingdom,1556,Social democracy,57.0,20.8
1918,United Kingdom,1599,no family,1.0,0.09
1918,United Kingdom,2296,no family,1.0,0.3
1918,United Kingdom,2501,Liberal,127.0,12.6
1918,United Kingdom,2503,Right-wing,9.0,1.45
1918,United Kingdom,2504,Right-wing,2.0,0.9
1918,United Kingdom,2508,Social democracy,4.0,0.5
1918,United Kingdom,2719,Conservative,50.0,5.9
1919,Austria,973,Social democracy,72.0,40.75
1919,Austria,1013,Christian democracy,69.0,35.93
1919,Austria,2672,Conservative,8.0,5.85
1919,Austria,2673,Conservative,2.0,2.02
1919,Austria,2675,Liberal,3.0,2.16
1919,Austria,2676,Right-wing,5.0,1.9
1919,Austria,2677,Conservative,3.0,1.58
1919,Austria,2678,Conservative,2.0,1.12
1919,Austria,2679,Right-wing,0.0,1.57
1919,Austria,2686,no family,4.0,1.49
1919,Austria,2688,Liberal,1.0,1.64
1919,Austria,2689,Special issue,1.0,2.27
1919,Belgium,63,Liberal,34.0,17.6
1919,Belgium,2052,no family,,0.1
1919,Belgium,2300,no family,4.0,2.4
1919,Belgium,2422,Social democracy,70.0,36.6
1919,Belgium,2423,Christian democracy,73.0,35.2
1919,Belgium,2424,Social democracy,5.0,3.5
1919,Belgium,2488,no family,,4.7
1919,Finland,94,Agrarian,42.0,19.7
1919,Finland,395,Social democracy,80.0,38.0
1919,Finland,585,Liberal,22.0,12.1
1919,Finland,1118,Conservative,28.0,15.7
1919,Finland,1219,Liberal,26.0,12.8
1919,Finland,2433,Social democracy,2.0,1.5
1919,France,401,Conservative,106.0,17.69
1919,France,1328,no family,2.0,
1919,France,1539,Social democracy,67.0,23.36
1919,France,2581,Right-wing,201.0,22.66
1919,France,2585,Conservative,51.0,6.28
1919,France,2587,Liberal,79.0,11.07
1919,France,2589,Conservative,88.0,14.2
1919,France,2594,Social democracy,22.0,3.52
1919,Germany,137,Christian democracy,73.0,15.45
1919,Germany,558,Social democracy,165.0,37.87
1919,Germany,2289,no family,2.0,0.38
1919,Germany,2690,Communist/Socialist,22.0,7.63
1919,Germany,2691,Liberal,74.0,18.32
1919,Germany,2692,Right-wing,41.0,10.26
1919,Germany,2693,Conservative,23.0,4.66
1919,Germany,2696,Conservative,3.0,0.7
1919,Germany,2697,Christian democracy,16.0,3.77
1919,Germany,2701,Liberal,4.0,0.9
1919,Luxembourg,701,Social democracy,8.0,15.6
1919,Luxembourg,2149,no family,0.0,3.0
1919,Luxembourg,2290,no family,1.0,0.7
1919,Luxembourg,2450,Right-wing,3.0,6.6
1919,Luxembourg,2451,to be coded,2.0,6.2
1919,Luxembourg,2453,Liberal,7.0,14.2
1919,Luxembourg,2527,Right-wing,27.0,52.8
1920,Austria,973,Social democracy,69.0,35.99
1920,Austria,1013,Christian democracy,85.0,41.79
1920,Austria,2674,Conservative,21.0,17.25
1920,Austria,2678,Conservative,0.0,
1920,Austria,2681,Right-wing,7.0,
1920,Austria,2684,Right-wing,0.0,
1920,Austria,2686,no family,1.0,1.44
1920,Denmark,211,Liberal,17.0,11.843333333333334
1920,Denmark,590,Conservative,27.0,18.836666666666666
1920,Denmark,812,Special issue,1.0,0.6
1920,Denmark,1605,Liberal,50.0,34.77
1920,Denmark,1629,Social democracy,44.0,30.47
1920,Denmark,2058,no family,0.0,0.7533333333333333
1920,Denmark,2429,Liberal,3.6666666666666665,2.63
1920,Germany,137,Christian democracy,67.0,13.61
1920,Germany,558,Social democracy,113.0,21.58
1920,Germany,649,Communist/Socialist,2.0,1.7
1920,Germany,2289,no family,2.0,0.25
1920,Germany,2690,Communist/Socialist,81.0,18.81
1920,Germany,2691,Liberal,44.0,8.46
1920,Germany,2692,Right-wing,60.0,12.94
1920,Germany,2693,Conservative,62.0,13.87
1920,Germany,2696,Conservative,5.0,1.23
1920,Germany,2697,Christian democracy,20.0,4.51
1920,Germany,2701,Liberal,4.0,0.84
1920,Germany,2703,Agrarian,3.0,0.69
1920,Germany,2704,Agrarian,3.0,0.63
1920,Sweden,657,Conservative,70.0,27.8
1920,Sweden,882,Communist/Socialist,7.0,6.4
1920,Sweden,892,Liberal,47.0,21.8
1920,Sweden,904,Social democracy,75.0,29.6
1920,Sweden,1461,Agrarian,19.0,7.9
1920,Sweden,2556,Agrarian,10.0,6.2
1921,Belgium,63,Liberal,33.0,18.1
1921,Belgium,2052,no family,,0.3
1921,Belgium,2300,no family,1.0,0.5
1921,Belgium,2422,Social democracy,68.0,34.9
1921,Belgium,2423,Christian democracy,76.0,39.8
1921,Belgium,2424,Social democracy,4.0,2.8
1921,Belgium,2564,Christian democracy,4.0,4.3
1921,Sweden,657,Conservative,62.0,25.8
1921,Sweden,882,Communist/Socialist,7.0,4.6
1921,Sweden,892,Liberal,41.0,18.7
1921,Sweden,904,Social democracy,93.0,36.2
1921,Sweden,1461,Agrarian,21.0,11.0
1921,Sweden,2557,Communist/Socialist,6.0,3.2
1922,Finland,94,Agrarian,45.0,20.3
1922,Finland,395,Social democracy,53.0,25.1
1922,Finland,585,Liberal,25.0,12.4
1922,Finland,1118,Conservative,35.0,18.2
1922,Finland,1219,Liberal,15.0,9.2
1922,Finland,1292,Communist/Socialist,27.0,14.8
1922,Ireland,30,no family,9.0,7.8
1922,Ireland,280,Conservative,36.0,21.8
1922,Ireland,318,Social democracy,17.0,21.3
1922,Ireland,2447,Conservative,58.0,38.5
1922,Ireland,2523,Liberal,1.0,2.3
1922,Ireland,2563,Agrarian,7.0,7.8
1922,Luxembourg,151,Communist/Socialist,0.0,1.0
1922,Luxembourg,701,Social democracy,6.0,10.7
1922,Luxembourg,2450,Right-wing,4.0,14.9
1922,Luxembourg,2451,to be coded,2.0,
1922,Luxembourg,2452,no family,1.0,
1922,Luxembourg,2453,Liberal,9.0,23.0
1922,Luxembourg,2527,Right-wing,26.0,50.4
1922,Netherlands,300,Christian democracy,16.0,13.7
1922,Netherlands,405,Christian democracy,11.0,10.9
1922,Netherlands,944,Liberal,5.0,4.6
1922,Netherlands,1194,Communist/Socialist,2.0,1.8
1922,Netherlands,1251,Conservative,1.0,0.9
1922,Netherlands,1451,Social democracy,20.0,19.4
1922,Netherlands,2110,no family,0.0,
1922,Netherlands,2288,no family,1.0,0.6
1922,Netherlands,2458,Agrarian,2.0,1.3
1922,Netherlands,2461,Liberal,10.0,9.3
1922,Netherlands,2539,Christian democracy,32.0,29.9
1922,United Kingdom,332,Social democracy,3.0,0.71
1922,United Kingdom,453,no family,10.0,2.62
1922,United Kingdom,659,Liberal,62.0,18.54
1922,United Kingdom,773,Conservative,344.0,38.23
1922,United Kingdom,1017,Liberal,53.0,10.22
1922,United Kingdom,1556,Social democracy,142.0,29.44
1922,United Kingdom,2514,Conservative,1.0,0.1
1923,Austria,973,Social democracy,68.0,39.6
1923,Austria,1013,Christian democracy,82.0,44.05
1923,Austria,2674,Conservative,10.0,
1923,Austria,2681,Right-wing,5.0,
1923,Austria,2687,no family,0.0,2.88
1923,Austria,2699,Right-wing,,10.84
1923,Ireland,30,no family,13.0,8.1
1923,Ireland,280,Conservative,44.0,27.4
1923,Ireland,318,Social democracy,14.0,10.6
1923,Ireland,2216,no family,0.0,0.5
1923,Ireland,2447,Conservative,63.0,39.0
1923,Ireland,2523,Liberal,2.0,0.9
1923,Ireland,2525,Conservative,2.0,0.3
1923,Ireland,2563,Agrarian,15.0,12.1
1923,United Kingdom,332,Social democracy,3.0,0.4
1923,United Kingdom,453,no family,5.0,1.0
1923,United Kingdom,659,Liberal,158.0,29.7
1923,United Kingdom,773,Conservative,258.0,38.0
1923,United Kingdom,1276,Communist/Socialist,0.0,0.2
1923,United Kingdom,1556,Social democracy,191.0,30.7
1924,Denmark,211,Liberal,20.0,13.0
1924,Denmark,590,Conservative,28.0,18.9
1924,Denmark,812,Special issue,1.0,0.6
1924,Denmark,1605,Liberal,44.0,28.3
1924,Denmark,1606,Liberal,0.0,1.0
1924,Denmark,1629,Social democracy,55.0,36.6
1924,France,401,Conservative,162.0,17.86
1924,France,686,Communist/Socialist,26.0,9.82
1924,France,1539,Social democracy,104.0,20.1
1924,France,2581,Right-wing,204.0,35.35
1924,France,2587,Liberal,53.0,11.72
1924,France,2589,Conservative,25.0,4.16
1924,Germany,137,Christian democracy,67.0,13.415
1924,Germany,558,Social democracy,115.5,23.235
1924,Germany,649,Communist/Socialist,53.5,10.76
1924,Germany,2289,no family,1.0,0.11
1924,Germany,2691,Liberal,30.0,5.984999999999999
1924,Germany,2692,Right-wing,99.0,19.965
1924,Germany,2693,Conservative,48.0,9.620000000000001
1924,Germany,2695,Right-wing,23.0,4.765000000000001
1924,Germany,2696,Conservative,4.5,0.96
1924,Germany,2697,Christian democracy,17.5,3.4800000000000004
1924,Germany,2698,Conservative,9.5,1.99
1924,Germany,2701,Liberal,4.0,0.78
1924,Germany,2703,Agrarian,4.0,0.755
1924,Germany,2704,Agrarian,2.0,0.47
1924,Germany,2705,Right-wing,4.0,1.15
1924,Germany,2706,Agrarian,1.5,0.28
1924,Germany,2707,Agrarian,1.0,0.215
1924,Sweden,657,Conservative,65.0,26.1
1924,Sweden,882,Communist/Socialist,4.0,3.6
1924,Sweden,892,Liberal,28.0,13.0
1924,Sweden,904,Social democracy,104.0,41.1
1924,Sweden,1461,Agrarian,23.0,10.8
1924,Sweden,2475,Communist/Socialist,1.0,1.5
1924,Sweden,2477,Liberal,5.0,3.9
1924,United Kingdom,332,Social democracy,1.0,
1924,United Kingdom,453,no family,3.0,0.49
1924,United Kingdom,659,Liberal,40.0,17.6
1924,United Kingdom,689,Communist/Socialist,0.0,0.28
1924,United Kingdom,773,Conservative,412.0,47.2
1924,United Kingdom,1276,Communist/Socialist,1.0,0.33
1924,United Kingdom,1556,Social democracy,151.0,32.99
1924,United Kingdom,2514,Conservative,7.0,1.11
1925,Belgium,63,Liberal,23.0,14.6
1925,Belgium,708,Communist/Socialist,2.0,1.6
1925,Belgium,2422,Social democracy,78.0,39.4
1925,Belgium,2423,Christian democracy,75.0,36.1
1925,Belgium,2424,Social democracy,6.0,3.9
1925,Belgium,2488,no family,3.0,2.5
1925,Luxembourg,701,Social democracy,8.0,16.2
1925,Luxembourg,2149,no family,0.0,1.4
1925,Luxembourg,2450,Right-wing,3.0,6.9
1925,Luxembourg,2452,no family,2.0,5.3
1925,Luxembourg,2456,Liberal,5.0,9.6
1925,Luxembourg,2527,Right-wing,22.0,42.6
1925,Luxembourg,2529,Right-wing,2.0,7.3
1925,Luxembourg,2531,Liberal,1.0,2.8
1925,Luxembourg,2533,Liberal,3.0,4.8
1925,Luxembourg,2536,Agrarian,1.0,2.4
1925,Netherlands,300,Christian democracy,13.0,12.2
1925,Netherlands,405,Christian democracy,11.0,9.9
1925,Netherlands,944,Liberal,7.0,6.1
1925,Netherlands,1194,Communist/Socialist,1.0,1.2
1925,Netherlands,1251,Conservative,2.0,2.0
1925,Netherlands,1451,Social democracy,24.0,22.9
1925,Netherlands,2110,no family,0.0,
1925,Netherlands,2458,Agrarian,1.0,2.0
1925,Netherlands,2461,Liberal,9.0,8.7
1925,Netherlands,2464,Christian democracy,1.0,1.0
1925,Netherlands,2466,Christian democracy,1.0,1.2
1925,Netherlands,2539,Christian democracy,30.0,28.6
1926,Denmark,211,Liberal,16.0,11.3
1926,Denmark,590,Conservative,30.0,20.6
1926,Denmark,812,Special issue,1.0,0.8
1926,Denmark,1239,Communist/Socialist,0.0,0.4
1926,Denmark,1605,Liberal,46.0,28.3
1926,Denmark,1606,Liberal,2.0,1.3
1926,Denmark,1629,Social democracy,53.0,37.2
1927,Austria,973,Social democracy,71.0,42.28
1927,Austria,1013,Christian democracy,73.0,48.24
1927,Austria,2674,Conservative,12.0,
1927,Austria,2681,Right-wing,9.0,6.32
1927,Austria,2683,Christian democracy,0.0,1.0
1927,Finland,94,Agrarian,52.0,22.6
1927,Finland,395,Social democracy,60.0,28.3
1927,Finland,585,Liberal,24.0,12.2
1927,Finland,1118,Conservative,34.0,17.7
1927,Finland,1219,Liberal,10.0,6.8
1927,Finland,1292,Communist/Socialist,20.0,12.1
1927,Finland,2054,no family,0.0,0.15
1927,Ireland,30,no family,14.0,10.65
1927,Ireland,280,Conservative,50.5,30.700000000000003
1927,Ireland,318,Social democracy,17.5,10.85
1927,Ireland,433,Communist/Socialist,5.0,3.6
1927,Ireland,2216,no family,0.0,0.3
1927,Ireland,2443,Conservative,5.0,4.46
1927,Ireland,2447,Conservative,54.5,33.05
1927,Ireland,2526,Communist/Socialist,1.0,1.1
1927,Ireland,2563,Agrarian,8.5,7.65
1928,France,401,Conservative,120.0,17.77
1928,France,686,Communist/Socialist,14.0,11.26
1928,France,1328,no family,2.0,
1928,France,1539,Social democracy,99.0,18.04
1928,France,2581,Right-wing,182.0,21.99
1928,France,2585,Conservative,52.0,
1928,France,2587,Liberal,74.0,23.19
1928,France,2589,Conservative,26.0,2.27
1928,France,2594,Social democracy,33.0,5.18
1928,Germany,137,Christian democracy,61.0,11.88
1928,Germany,558,Social democracy,153.0,29.76
1928,Germany,649,Communist/Socialist,54.0,10.62
1928,Germany,2691,Liberal,25.0,4.81
1928,Germany,2692,Right-wing,73.0,14.25
1928,Germany,2693,Conservative,45.0,8.71
1928,Germany,2695,Right-wing,12.0,2.63
1928,Germany,2696,Conservative,4.0,0.64
1928,Germany,2697,Christian democracy,17.0,3.27
1928,Germany,2698,Conservative,23.0,4.51
1928,Germany,2701,Liberal,7.0,1.18
1928,Germany,2703,Agrarian,3.0,0.65
1928,Germany,2708,Agrarian,2.0,0.42
1928,Germany,2709,Christian democracy,9.0,1.86
1928,Germany,2710,Special issue,2.0,1.57
1928,Germany,2712,Agrarian,1.0,0.39
1928,Luxembourg,701,Social democracy,12.0,32.6
1928,Luxembourg,2450,Right-wing,3.0,
1928,Luxembourg,2456,Liberal,2.0,9.7
1928,Luxembourg,2527,Right-wing,24.0,44.8
1928,Luxembourg,2529,Right-wing,2.0,6.6
1928,Luxembourg,2531,Liberal,1.0,
1928,Luxembourg,2533,Liberal,6.0,6.3
1928,Luxembourg,2535,Liberal,1.0,
1928,Luxembourg,2536,Agrarian,1.0,
1928,Sweden,657,Conservative,73.0,29.4
1928,Sweden,882,Communist/Socialist,8.0,6.4
1928,Sweden,892,Liberal,28.0,12.9
1928,Sweden,904,Social democracy,90.0,37.0
1928,Sweden,1461,Agrarian,27.0,11.2
1928,Sweden,2477,Liberal,4.0,3.0
1929,Belgium,63,Liberal,28.0,16.6
1929,Belgium,708,Communist/Socialist,1.0,1.9
1929,Belgium,2300,no family,6.0,1.9
1929,Belgium,2422,Social democracy,70.0,36.0
1929,Belgium,2423,Christian democracy,71.0,36.6
1929,Belgium,2424,Social democracy,11.0,5.9
1929,Denmark,211,Liberal,16.0,10.7
1929,Denmark,590,Conservative,24.0,16.5
1929,Denmark,812,Special issue,1.0,0.7
1929,Denmark,1239,Communist/Socialist,0.0,0.2
1929,Denmark,1605,Liberal,43.0,28.3
1929,Denmark,1606,Liberal,3.0,1.8
1929,Denmark,1629,Social democracy,61.0,41.8
1929,Finland,94,Agrarian,60.0,26.2
1929,Finland,395,Social democracy,59.0,27.4
1929,Finland,585,Liberal,23.0,11.4
1929,Finland,920,Agrarian,0.0,1.1
1929,Finland,1118,Conservative,28.0,14.5
1929,Finland,1219,Liberal,7.0,5.6
1929,Finland,1292,Communist/Socialist,23.0,13.5
1929,Netherlands,300,Christian democracy,12.0,11.6
1929,Netherlands,405,Christian democracy,11.0,10.5
1929,Netherlands,944,Liberal,7.0,6.2
1929,Netherlands,1194,Communist/Socialist,2.0,2.0
1929,Netherlands,1251,Conservative,3.0,2.3
1929,Netherlands,1451,Social democracy,24.0,23.8
1929,Netherlands,2110,no family,0.0,
1929,Netherlands,2458,Agrarian,1.0,1.0
1929,Netherlands,2461,Liberal,8.0,7.4
1929,Netherlands,2464,Christian democracy,1.0,1.1
1929,Netherlands,2539,Christian democracy,30.0,29.6
1929,Netherlands,2714,Liberal,1.0,1.2
1929,United Kingdom,332,Social democracy,3.0,0.11
1929,United Kingdom,453,no family,6.0,1.03
1929,United Kingdom,659,Liberal,59.0,23.44
1929,United Kingdom,773,Conservative,260.0,38.22
1929,United Kingdom,1276,Communist/Socialist,0.0,0.22
1929,United Kingdom,1556,Social democracy,287.0,36.96
1930,Austria,973,Social democracy,72.0,41.14
1930,Austria,1013,Christian democracy,66.0,35.65
1930,Austria,2674,Conservative,10.0,
1930,Austria,2681,Right-wing,9.0,
1930,Austria,2684,Right-wing,0.0,3.03
1930,Austria,2685,Right-wing,8.0,6.17
1930,Austria,2699,Right-wing,,12.8
1930,Finland,94,Agrarian,59.0,27.3
1930,Finland,395,Social democracy,66.0,34.2
1930,Finland,585,Liberal,20.0,10.0
1930,Finland,920,Agrarian,1.0,1.8
1930,Finland,1118,Conservative,42.0,18.0
1930,Finland,1219,Liberal,11.0,5.8
1930,Finland,1292,Communist/Socialist,0.0,1.0
1930,Finland,1565,Communist/Socialist,1.0,0.82
1930,Germany,137,Christian democracy,68.0,11.63
1930,Germany,558,Social democracy,143.0,24.53
1930,Germany,649,Communist/Socialist,77.0,13.13
1930,Germany,2691,Liberal,20.0,3.44
1930,Germany,2692,Right-wing,41.0,7.03
1930,Germany,2693,Conservative,30.0,4.86
1930,Germany,2695,Right-wing,107.0,18.25
1930,Germany,2696,Conservative,3.0,0.48
1930,Germany,2697,Christian democracy,19.0,3.2
1930,Germany,2698,Conservative,23.0,3.9
1930,Germany,2700,Christian democracy,14.0,2.48
1930,Germany,2701,Liberal,5.0,0.81
1930,Germany,2703,Agrarian,3.0,0.52
1930,Germany,2709,Christian democracy,19.0,2.82
1930,Germany,2711,Conservative,4.0,0.83
1930,Germany,2712,Agrarian,1.0,0.16
1931,Luxembourg,151,Communist/Socialist,0.0,0.7
1931,Luxembourg,701,Social democracy,15.0,19.2
1931,Luxembourg,2452,no family,2.0,
1931,Luxembourg,2456,Liberal,4.0,9.2
1931,Luxembourg,2527,Right-wing,26.0,46.0
1931,Luxembourg,2529,Right-wing,2.0,4.7
1931,Luxembourg,2535,Liberal,2.0,7.9
1931,Luxembourg,2536,Agrarian,2.0,6.9
1931,Luxembourg,2538,Liberal,1.0,5.3
1931,United Kingdom,332,Social democracy,2.0,0.57
1931,United Kingdom,453,no family,3.0,0.54
1931,United Kingdom,659,Liberal,32.0,6.34
1931,United Kingdom,773,Conservative,470.0,54.98
1931,United Kingdom,1017,Liberal,35.0,3.74
1931,United Kingdom,1276,Communist/Socialist,0.0,0.35
1931,United Kingdom,1556,Social democracy,52.0,30.71
1931,United Kingdom,2479,Social democracy,13.0,1.58
1931,United Kingdom,2517,Liberal,4.0,0.48
1931,United Kingdom,2518,Conservative,4.0,0.05
1932,Belgium,63,Liberal,24.0,14.3
1932,Belgium,708,Communist/Socialist,3.0,2.8
1932,Belgium,2422,Social democracy,73.0,37.1
1932,Belgium,2423,Christian democracy,79.0,38.5
1932,Belgium,2424,Social democracy,8.0,5.6
1932,Denmark,211,Liberal,14.0,9.4
1932,Denmark,590,Conservative,27.0,18.7
1932,Denmark,812,Special issue,1.0,0.6
1932,Denmark,1239,Communist/Socialist,2.0,1.1
1932,Denmark,1605,Liberal,38.0,24.7
1932,Denmark,1606,Liberal,4.0,2.7
1932,Denmark,1629,Social democracy,62.0,42.7
1932,Denmark,2432,Right-wing,0.0,0.1
1932,France,401,Conservative,157.0,19.18
1932,France,686,Communist/Socialist,12.0,8.32
1932,France,1539,Social democracy,129.0,20.51
1932,France,2581,Right-wing,76.0,12.88
1932,France,2583,Christian democracy,16.0,3.23
1932,France,2584,Communist/Socialist,11.0,0.82
1932,France,2585,Conservative,62.0,9.98
1932,France,2587,Liberal,72.0,13.57
1932,France,2589,Conservative,33.0,6.09
1932,France,2594,Social democracy,37.0,5.38
1932,Germany,137,Christian democracy,72.5,12.02
1932,Germany,558,Social democracy,127.0,21.005
1932,Germany,649,Communist/Socialist,94.5,15.59
1932,Germany,2691,Liberal,3.0,0.98
1932,Germany,2692,Right-wing,44.0,7.12
1932,Germany,2693,Conservative,9.0,1.52
1932,Germany,2695,Right-wing,213.0,35.18000000000001
1932,Germany,2696,Conservative,1.0,0.18
1932,Germany,2697,Christian democracy,21.0,3.33
1932,Germany,2698,Conservative,1.5,0.355
1932,Germany,2700,Christian democracy,4.0,1.065
1932,Germany,2701,Liberal,2.5,0.38
1932,Germany,2703,Agrarian,2.0,0.28
1932,Germany,2704,Agrarian,1.0,0.16
1932,Germany,2710,Special issue,1.0,0.11
1932,Ireland,30,no family,14.0,10.4
1932,Ireland,280,Conservative,72.0,44.5
1932,Ireland,318,Social democracy,7.0,7.7
1932,Ireland,2447,Conservative,57.0,35.28
1932,Ireland,2526,Communist/Socialist,0.0,0.3
1932,Ireland,2563,Agrarian,3.0,1.8
1932,Sweden,657,Conservative,58.0,23.5
1932,Sweden,882,Communist/Socialist,2.0,3.0
1932,Sweden,892,Liberal,20.0,9.8
1932,Sweden,904,Social democracy,104.0,41.7
