Christian democracy,1956,Christian Historical Union,8.43
Christian democracy,1956,Popular Republican Movement,11.1
Christian democracy,1957,Christian Democratic Union,39.7
Christian democracy,1957,Christian Social Union,10.5
Christian democracy,1957,Fine Gael (Familiy of the Irish),26.63
Christian democracy,1958,Christian Democrats,42.4
Christian democracy,1958,Francophone Christian Social Party and Flemish Christian People's Party,46.5
Christian democracy,1958,Popular Republican Movement,11.1
Christian democracy,1959,Anti-Revolutionary Party,9.39
Christian democracy,1959,Austrian People's Party,44.2
Christian democracy,1959,Catholic Peoples Party,31.6
Christian democracy,1959,Christian Historical Union,8.11
Christian democracy,1959,Christian Social People's Party,36.91
Christian democracy,1961,Catholics Lists,0.81
Christian democracy,1961,Christian Democratic Union,35.8
Christian democracy,1961,Christian Social Union,9.6
Christian democracy,1961,Fine Gael (Familiy of the Irish),32.02
Christian democracy,1961,Francophone Christian Social Party and Flemish Christian People's Party,41.5
Christian democracy,1962,Austrian People's Party,45.4
Christian democracy,1962,Popular Republican Movement,7.8
Christian democracy,1963,Anti-Revolutionary Party,8.72
Christian democracy,1963,Catholic Peoples Party,31.88
Christian democracy,1963,Christian Democrats,38.3
Christian democracy,1963,Christian Historical Union,8.58
Christian democracy,1964,Christian Democrats,1.8
Christian democracy,1964,Christian Social People's Party,33.28
Christian democracy,1965,Christian Democratic Union,38.2
Christian democracy,1965,Christian Social Union,9.6
Christian democracy,1965,Fine Gael (Familiy of the Irish),34.08
Christian democracy,1965,Francophone Christian Social Party and Flemish Christian People's Party,34.45
Christian democracy,1966,Austrian People's Party,48.35
Christian democracy,1966,Christian Democrats,0.45
Christian democracy,1967,Anti-Revolutionary Party,9.9
Christian democracy,1967,Catholic Peoples Party,26.5
Christian democracy,1967,Christian Historical Union,8.14
Christian democracy,1967,Democratic Centre,14.1
Christian democracy,1968,Christian Democrats,20.3
Christian democracy,1968,Christian Social People's Party,35.29
Christian democracy,1968,Democratic Centre,10.5
Christian democracy,1968,Flemish Christian Peoples Party,20.0
Christian democracy,1968,Francophone Christian Social Party -- Humanist Democratic Centre,11.7
Christian democracy,1969,Christian Democratic Union,36.6
Christian democracy,1969,Christian Social Union,9.5
Christian democracy,1969,Fine Gael (Familiy of the Irish),34.1
Christian democracy,1970,Austrian People's Party,44.7
Christian democracy,1970,Christian Democrats,1.4500000000000002
Christian democracy,1971,Anti-Revolutionary Party,8.59
Christian democracy,1971,Austrian People's Party,43.1
Christian democracy,1971,Catholic Peoples Party,21.84
Christian democracy,1971,Christian Historical Union,6.32
Christian democracy,1971,Christian People's Party,2.0
Christian democracy,1971,Flemish Christian Peoples Party,19.7
Christian democracy,1971,Francophone Christian Social Party -- Humanist Democratic Centre,10.4
Christian democracy,1972,Anti-Revolutionary Party,8.84
Christian democracy,1972,Catholic Peoples Party,17.65
Christian democracy,1972,Christian Democratic Union,35.2
Christian democracy,1972,Christian Democrats,20.6
Christian democracy,1972,Christian Historical Union,4.79
Christian democracy,1972,Christian Social Union,9.7
Christian democracy,1973,Centre Democracy and Progress,3.8
Christian democracy,1973,Christian Democrats,1.8
Christian democracy,1973,Christian People's Party,4.0
Christian democracy,1973,Fine Gael (Familiy of the Irish),35.08
Christian democracy,1973,Reformers Movement,13.3
Christian democracy,1974,Christian Social People's Party,27.85
Christian democracy,1974,Flemish Christian Peoples Party,23.3
Christian democracy,1974,Francophone Christian Social Party -- Humanist Democratic Centre,9.1
Christian democracy,1974,New Democracy,54.4
Christian democracy,1975,Austrian People's Party,42.9
Christian democracy,1975,Christian Democrats,3.3
Christian democracy,1975,Christian People's Party,5.3
Christian democracy,1975,Democratic and Social Centre -- People's Party,8.18
Christian democracy,1976,Christian Democratic Union,38.1
Christian democracy,1976,Christian Democrats,20.05
Christian democracy,1976,Christian Social Union,10.6
Christian democracy,1976,Democratic and Social Centre -- People's Party,16.76
Christian democracy,1977,Basque Nationalist Party,1.62
Christian democracy,1977,Christian Democratic Appeal,31.89
Christian democracy,1977,Christian People's Party,3.4
Christian democracy,1977,Electoral Coalition of Christian Democratic Team,1.18
Christian democracy,1977,Fine Gael (Familiy of the Irish),30.49
Christian democracy,1977,Flemish Christian Peoples Party,26.19
Christian democracy,1977,Francophone Christian Social Party -- Humanist Democratic Centre,9.75
Christian democracy,1977,New Democracy,41.8
Christian democracy,1977,Reformatory Political Federation,0.64
Christian democracy,1977,Union of Centre and Christian Democracy of Catalonia,0.95
Christian democracy,1978,Centre of Social Democrats,5.2
Christian democracy,1978,Flemish Christian Peoples Party,26.1
Christian democracy,1978,Francophone Christian Social Party -- Humanist Democratic Centre,10.1
Christian democracy,1979,Austrian People's Party,41.9
Christian democracy,1979,Basque Nationalist Party,1.65
Christian democracy,1979,Christian Democratic Party,1.24
Christian democracy,1979,Christian Democrats,14.83333333333333
Christian democracy,1979,Christian People's Party,2.6
Christian democracy,1979,Christian Social People's Party,34.51
Christian democracy,1979,Democratic and Social Centre -- People's Party,
Christian democracy,1980,Christian Democratic Union,34.2
Christian democracy,1980,Christian Social Union,10.3
Christian democracy,1980,Democratic and Social Centre -- People's Party,
Christian democracy,1981,Centre of Social Democrats,5.3
Christian democracy,1981,Christian Democratic Appeal,30.81
Christian democracy,1981,Christian People's Party,2.3
Christian democracy,1981,Fine Gael (Familiy of the Irish),36.46
Christian democracy,1981,Flemish Christian Peoples Party,19.3
Christian democracy,1981,Francophone Christian Social Party -- Humanist Democratic Centre,7.1
Christian democracy,1981,New Democracy,35.9
Christian democracy,1981,Reformatory Political Federation,1.25
Christian democracy,1982,Basque Nationalist Party,1.89
Christian democracy,1982,Christian Democratic Appeal,29.39
Christian democracy,1982,Christian Democrats,1.8
Christian democracy,1982,Democratic and Social Centre,2.88
Christian democracy,1982,Fine Gael (Familiy of the Irish),38.26
Christian democracy,1982,Reformatory Political Federation,1.51
Christian democracy,1983,Austrian People's Party,43.2
Christian democracy,1983,Christian Democratic Party,0.7
Christian democracy,1983,Christian Democratic Union,38.2
Christian democracy,1983,Christian Democrats,17.95
Christian democracy,1983,Christian Social Union,10.6
Christian democracy,1983,Democratic and Social Centre -- People's Party,12.89
Christian democracy,1984,Christian People's Party,2.7
Christian democracy,1984,Christian Social People's Party,34.88
Christian democracy,1985,Christian Democrats,
Christian democracy,1985,Democratic and Social Centre -- People's Party,10.22
Christian democracy,1985,Flemish Christian Peoples Party,21.29
Christian democracy,1985,Francophone Christian Social Party -- Humanist Democratic Centre,7.95
Christian democracy,1985,New Democracy,40.8
Christian democracy,1986,Austrian People's Party,41.3
Christian democracy,1986,Basque Nationalist Party,1.54
Christian democracy,1986,Christian Democratic Appeal,34.59
Christian democracy,1986,Democratic and Social Centre,9.27
Christian democracy,1986,Reformatory Political Federation,0.91
Christian democracy,1987,Christian Democratic Union,34.5
Christian democracy,1987,Christian Democrats,18.45
Christian democracy,1987,Christian People's Party,2.4
Christian democracy,1987,Christian Social Union,9.8
Christian democracy,1987,Democratic and Social Centre -- People's Party,4.54
Christian democracy,1987,Fine Gael (Familiy of the Irish),27.07
Christian democracy,1987,Flemish Christian Peoples Party,19.47
Christian democracy,1987,Francophone Christian Social Party -- Humanist Democratic Centre,8.01
Christian democracy,1988,Christian Democrats,2.9
Christian democracy,1988,Christian People's Party,2.0
Christian democracy,1989,Basque Nationalist Party,1.25
Christian democracy,1989,Christian Democratic Appeal,35.31
Christian democracy,1989,Christian Social People's Party,31.66
Christian democracy,1989,Democratic and Social Centre,7.95
Christian democracy,1989,Fine Gael (Familiy of the Irish),29.29
Christian democracy,1989,New Democracy,45.25
Christian democracy,1989,Reformatory Political Federation,0.96
Christian democracy,1990,Austrian People's Party,32.1
Christian democracy,1990,Christian Democratic Movement,19.21
Christian democracy,1990,Christian Democratic Party,
Christian democracy,1990,Christian Democratic People's Party,6.5
Christian democracy,1990,Christian Democratic Union,36.7
Christian democracy,1990,Christian Democratic Union -- People's Party,8.42
Christian democracy,1990,Christian People's Party,2.3
Christian democracy,1990,Christian Social Union,7.1
Christian democracy,1990,Christian-Democratic National Peasants' Party,2.6
Christian democracy,1990,Democratic Party,4.4
Christian democracy,1990,Lithuanian Christian Democrats,
Christian democracy,1990,New Democracy,46.9
Christian democracy,1990,New Slovenia -- Christian People's Party,13.0
Christian democracy,1990,Slovenian People's Party,12.6
Christian democracy,1991,Centre Agreement,8.7
Christian democracy,1991,Christian Democracy,2.4
Christian democracy,1991,Christian Democrats,5.1
Christian democracy,1991,Democratic and Social Centre -- People's Party,4.52
Christian democracy,1991,Flemish Christian Peoples Party,16.8
Christian democracy,1991,Francophone Christian Social Party -- Humanist Democratic Centre,7.7
Christian democracy,1991,Party of Christian Democrats,1.1
Christian democracy,1991,Union of Democratic Forces,34.36
Christian democracy,1992,Christian Democratic Movement,8.89
Christian democracy,1992,Christian Democratic Party,
Christian democracy,1992,Christian Democratic Union -- People's Party,6.28
Christian democracy,1992,Christian Democrats,29.7
Christian democracy,1992,Christian Social Union,3.05
Christian democracy,1992,Christian Socialists,1.14
Christian democracy,1992,Christian-Democratic National Peasants' Party,
Christian democracy,1992,Democratic Party,3.31
Christian democracy,1992,Fine Gael (Familiy of the Irish),24.47
Christian democracy,1992,Hungarian Christian Democratic Movement,
Christian democracy,1992,Lithuanian Christian Democrats,12.61
Christian democracy,1992,Movement for Democracy -- The Net,1.9
Christian democracy,1992,New Slovenia -- Christian People's Party,14.51
Christian democracy,1992,Romanian Democratic Convention,20.01
Christian democracy,1992,Slovenian People's Party,8.69
Christian democracy,1993,Basque Nationalist Party,1.25
Christian democracy,1993,Centre Agreement,4.42
Christian democracy,1993,Christian Democratic Union,5.01
Christian democracy,1993,Democratic and Social Centre,1.77
Christian democracy,1993,Movement for the Republic,2.7
Christian democracy,1993,New Democracy,39.3
Christian democracy,1993,Non-Party Block for Supporting the Reforms,5.4
Christian democracy,1994,Austrian People's Party,27.7
Christian democracy,1994,Christian Democratic Appeal,22.23
Christian democracy,1994,Christian Democratic Centre,
Christian democracy,1994,Christian Democratic Movement,10.08
Christian democracy,1994,Christian Democratic People's Party,7.0
Christian democracy,1994,Christian Democratic Union,34.2
Christian democracy,1994,Christian Democrats,4.1
Christian democracy,1994,Christian People's Party,1.8
Christian democracy,1994,Christian Social People's Party,29.71
Christian democracy,1994,Christian Social Union,4.68
Christian democracy,1994,Democratic Alliance,
Christian democracy,1994,Democratic Party,3.43
Christian democracy,1994,Hungarian Christian Democratic Movement,
Christian democracy,1994,Italian People's Party,15.7
Christian democracy,1994,Movement for Democracy -- The Net,
Christian democracy,1994,Reformatory Political Federation,1.77
Christian democracy,1994,Social Christians,
Christian democracy,1994,Union of Democratic Forces,24.23
Christian democracy,1995,Austrian People's Party,28.3
Christian democracy,1995,Christian Democratic Union,6.36
Christian democracy,1995,Christian Democrats,3.0
Christian democracy,1995,Democratic and Social Centre -- People's Party,9.23
Christian democracy,1995,Flemish Christian Peoples Party,17.2
Christian democracy,1995,Francophone Christian Social Party -- Humanist Democratic Centre,7.73
Christian democracy,1996,Basque Nationalist Party,1.29
Christian democracy,1996,Christian Democratic Centre / United Christian Democrats,
Christian democracy,1996,Christian Democratic Union,3.24
Christian democracy,1996,Christian Democratic Union -- People's Party,8.08
Christian democracy,1996,Christian-Democratic National Peasants' Party,
Christian democracy,1996,Lithuanian Christian Democrats,10.43
Christian democracy,1996,New Democracy,38.12
Christian democracy,1996,New Slovenia -- Christian People's Party,9.62
Christian democracy,1996,Popular Party for Prodi,
Christian democracy,1996,Romanian Democratic Convention,30.17
Christian democracy,1996,Slovenian People's Party,19.38
Christian democracy,1997,Fine Gael (Familiy of the Irish),27.95
Christian democracy,1997,National Christian Democratic -- Block for Poland,1.36
Christian democracy,1997,Solidarity Electoral Action,33.83
Christian democracy,1998,Christian Democratic Appeal,18.37
Christian democracy,1998,Christian Democratic People's Party,2.3
Christian democracy,1998,Christian Democratic Union,28.4
Christian democracy,1998,Christian Democratic Union -- People's Party,9.0
Christian democracy,1998,Christian Democrats,11.76
Christian democracy,1998,Christian People's Party,2.5
Christian democracy,1998,Christian Social Union,6.7
Christian democracy,1998,Reformatory Political Federation,2.03
Christian democracy,1998,Slovak Democratic Coalition,26.33
Christian democracy,1999,Austrian People's Party,26.9
Christian democracy,1999,Christian Democrats,4.2
Christian democracy,1999,Christian Social People's Party,29.72
Christian democracy,1999,Democratic and Social Centre -- People's Party,8.51
Christian democracy,1999,Estonian Christian Democrats,2.43
Christian democracy,1999,Flemish Christian Peoples Party,14.09
Christian democracy,1999,Francophone Christian Social Party -- Humanist Democratic Centre,5.88
Christian democracy,2000,Basque Nationalist Party,1.55
Christian democracy,2000,Christian Conservative Social Union,2.01
Christian democracy,2000,Christian Democratic Union,4.19
Christian democracy,2000,Croatian Democratic Union,24.4
Christian democracy,2000,Lithuanian Christian Democrats,3.07
Christian democracy,2000,New Democracy,42.74
Christian democracy,2000,New Slovenia -- Christian People's Party,8.66
Christian democracy,2000,Romanian Democratic Convention,5.04
Christian democracy,2000,Slovenian People's Party,9.54
Christian democracy,2001,Christian Democratic Centre / United Christian Democrats,3.22
Christian democracy,2001,Christian People's Party,2.3
Christian democracy,2001,European Democracy,2.4
Christian democracy,2001,Solidarity Electoral Action,5.6
Christian democracy,2002,Austrian People's Party,42.3
Christian democracy,2002,Christian Democratic Appeal,27.93
Christian democracy,2002,Christian Democratic Movement,8.25
Christian democracy,2002,Christian Democratic People's Party,3.9
Christian democracy,2002,Christian Democratic Union,29.5
Christian democracy,2002,Christian Democratic Union -- People's Party,14.27
Christian democracy,2002,Christian Democrats,9.1
Christian democracy,2002,Christian Social Union,9.0
